path,category,dimensions,mode,bytes,reference_state,asset_visual,technical_debt,project_fit,recommended_action
images/avatars/Jack/seated-idle-back.png,avatars,1254x1254,RGBA,237295,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Jack/seated-working-back.png,avatars,1254x1254,RGBA,254690,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Jack/walk-down.png,avatars,1254x1254,RGBA,327861,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Jack/walk-up.png,avatars,1254x1254,RGBA,264875,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Jack/walk.png,avatars,1254x1254,RGBA,964987,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/avatars/Kara/at-desk.png,avatars,1254x1254,RGBA,940952,runtime_reachable,pass,hidden_rgb_in_alpha0,active_but_wrong_for_back_facing_workstation,sanitize_then_replace_state_mapping
images/avatars/Kara/carry-down.png,avatars,1254x1254,RGBA,272873,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Kara/carry-up.png,avatars,1254x1254,RGBA,265685,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Kara/carry.png,avatars,1254x1254,RGBA,945926,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Kara/idle.png,avatars,1254x1254,RGBA,944104,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Kara/seated-idle-back.png,avatars,1254x1254,RGBA,230865,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Kara/seated-working-back.png,avatars,1254x1254,RGBA,250310,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Kara/walk-down.png,avatars,1254x1254,RGBA,260245,documented_unwired,pass,minor_hidden_rgb_residue,usable_but_not_runtime_consumed,sanitize_then_integrate_manifest
images/avatars/Kara/walk-up.png,avatars,1254x1254,RGBA,256514,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Kara/walk.png,avatars,1254x1254,RGBA,969489,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Leo/at-desk.png,avatars,1254x1254,RGBA,930472,runtime_reachable,pass,hidden_rgb_in_alpha0,active_but_wrong_for_back_facing_workstation,sanitize_then_replace_state_mapping
images/avatars/Leo/carry-down.png,avatars,1254x1254,RGBA,261060,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Leo/carry-up.png,avatars,1254x1254,RGBA,292200,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Leo/carry.png,avatars,1254x1254,RGBA,958415,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Leo/idle.png,avatars,1254x1254,RGBA,928265,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Leo/seated-idle-back.png,avatars,1254x1254,RGBA,224151,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Leo/seated-working-back.png,avatars,1254x1254,RGBA,234548,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Leo/walk-down.png,avatars,1254x1254,RGBA,234880,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Leo/walk-up.png,avatars,1254x1254,RGBA,238101,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Leo/walk.png,avatars,1254x1254,RGBA,928408,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Quinn/at-desk.png,avatars,1254x1254,RGBA,959135,runtime_reachable,pass,hidden_rgb_in_alpha0,active_but_wrong_for_back_facing_workstation,sanitize_then_replace_state_mapping
images/avatars/Quinn/carry-down.png,avatars,1254x1254,RGBA,285200,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Quinn/carry-up.png,avatars,1254x1254,RGBA,277640,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Quinn/carry.png,avatars,1254x1254,RGBA,969363,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/avatars/Quinn/idle.png,avatars,1254x1254,RGBA,912547,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Quinn/seated-idle-back.png,avatars,1254x1254,RGBA,263206,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Quinn/seated-working-back.png,avatars,1254x1254,RGBA,271327,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Quinn/walk-down.png,avatars,1254x1254,RGBA,251988,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Quinn/walk-up.png,avatars,1254x1254,RGBA,211176,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Quinn/walk.png,avatars,1254x1254,RGBA,906245,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/avatars/Rita/at-desk.png,avatars,1254x1254,RGBA,1002765,runtime_reachable,pass,hidden_rgb_in_alpha0,active_but_wrong_for_back_facing_workstation,sanitize_then_replace_state_mapping
images/avatars/Rita/carry-down.png,avatars,1254x1254,RGBA,282071,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Rita/carry-up.png,avatars,1254x1254,RGBA,252879,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Rita/carry.png,avatars,1254x1254,RGBA,1090542,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Rita/idle.png,avatars,1254x1254,RGBA,958830,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/avatars/Rita/seated-idle-back.png,avatars,1254x1254,RGBA,229934,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Rita/seated-working-back.png,avatars,1254x1254,RGBA,254466,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Rita/walk-down.png,avatars,1254x1254,RGBA,242029,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Rita/walk-up.png,avatars,1254x1254,RGBA,224804,documented_unwired,pass,none,usable_but_not_runtime_consumed,integrate_manifest_and_state_logic
images/avatars/Rita/walk.png,avatars,1254x1254,RGBA,977674,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/furniture/artifact-hub-transparent.png,furniture,1254x1254,RGBA,1042930,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/furniture/desk-chair-back.png,furniture,1254x1254,RGBA,1053232,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/furniture/desk-front.png,furniture,1254x1254,RGBA,1053475,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/furniture/desk-standard-transparent.png,furniture,1254x1254,RGBA,1057836,configured_latent,pass,hidden_rgb_in_alpha0,valid_but_currently_latent,lossless_alpha_rgb_sanitize
images/orb/orb_blue.png,orb,1254x1254,RGBA,1158725,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/orb/orb_gray.png,orb,1254x1254,RGBA,1080430,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/orb/orb_yellow.png,orb,1254x1254,RGBA,1292330,runtime_reachable,pass,hidden_rgb_in_alpha0,active,lossless_alpha_rgb_sanitize
images/scene/office-shell.png,scene,1672x941,RGB,2350613,runtime_reachable,pass,none,active,retain
